ID,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
13961,2012/8/9,3,1,8,21,0,4,1,2,0.7,0.6515,0.58,0.1642,336
13962,2012/8/9,3,1,8,22,0,4,1,2,0.66,0.6212,0.69,0.2239,259
13963,2012/8/9,3,1,8,23,0,4,1,1,0.66,0.6212,0.74,0.0,156
13964,2012/8/10,3,1,8,0,0,5,1,1,0.7,0.6515,0.65,0.0896,85
13965,2012/8/10,3,1,8,1,0,5,1,1,0.7,0.6515,0.65,0.1045,41
13966,2012/8/10,3,1,8,2,0,5,1,1,0.7,0.6667,0.74,0.1642,20
13967,2012/8/10,3,1,8,3,0,5,1,2,0.72,0.697,0.79,0.194,9
13968,2012/8/10,3,1,8,4,0,5,1,3,0.7,0.6667,0.84,0.2836,7
13969,2012/8/10,3,1,8,5,0,5,1,3,0.7,0.6667,0.84,0.2836,33
13970,2012/8/10,3,1,8,6,0,5,1,3,0.64,0.5758,0.89,0.2985,44
13971,2012/8/10,3,1,8,7,0,5,1,3,0.64,0.5758,0.89,0.1045,133
13972,2012/8/10,3,1,8,8,0,5,1,3,0.62,0.5455,0.91,0.1642,119
13973,2012/8/10,3,1,8,9,0,5,1,2,0.64,0.5758,0.89,0.0,220
13974,2012/8/10,3,1,8,10,0,5,1,1,0.66,0.5909,0.89,0.1045,193
13975,2012/8/10,3,1,8,11,0,5,1,3,0.68,0.6364,0.79,0.1343,251
13976,2012/8/10,3,1,8,12,0,5,1,2,0.74,0.697,0.66,0.3582,315
13977,2012/8/10,3,1,8,13,0,5,1,2,0.76,0.7121,0.58,0.3582,290
13978,2012/8/10,3,1,8,14,0,5,1,1,0.76,0.7121,0.58,0.3582,307
13979,2012/8/10,3,1,8,15,0,5,1,1,0.8,0.7424,0.52,0.4478,324
13980,2012/8/10,3,1,8,16,0,5,1,1,0.78,0.7273,0.55,0.2985,467
13981,2012/8/10,3,1,8,17,0,5,1,1,0.8,0.7424,0.52,0.2836,730
13982,2012/8/10,3,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985,640
13983,2012/8/10,3,1,8,19,0,5,1,1,0.76,0.7121,0.62,0.2836,492
13984,2012/8/10,3,1,8,20,0,5,1,1,0.74,0.697,0.66,0.2985,370
13985,2012/8/10,3,1,8,21,0,5,1,1,0.74,0.697,0.66,0.2537,286
13986,2012/8/10,3,1,8,22,0,5,1,1,0.72,0.697,0.74,0.2836,218
13987,2012/8/10,3,1,8,23,0,5,1,1,0.72,0.6818,0.7,0.2836,192
13988,2012/8/11,3,1,8,0,0,6,0,1,0.7,0.6515,0.7,0.2836,180
13989,2012/8/11,3,1,8,1,0,6,0,1,0.66,0.6212,0.74,0.2239,116
13990,2012/8/11,3,1,8,2,0,6,0,3,0.64,0.5909,0.78,0.194,85
13991,2012/8/11,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,21
13992,2012/8/11,3,1,8,4,0,6,0,1,0.62,0.5758,0.83,0.1045,10
13993,2012/8/11,3,1,8,5,0,6,0,1,0.62,0.5606,0.88,0.1045,11
13994,2012/8/11,3,1,8,6,0,6,0,2,0.62,0.5606,0.88,0.1045,23
13995,2012/8/11,3,1,8,7,0,6,0,1,0.64,0.5758,0.83,0.0896,62
13996,2012/8/11,3,1,8,8,0,6,0,1,0.66,0.6061,0.83,0.1045,162
13997,2012/8/11,3,1,8,9,0,6,0,1,0.68,0.6364,0.79,0.194,271
13998,2012/8/11,3,1,8,10,0,6,0,1,0.72,0.6818,0.62,0.0896,407
13999,2012/8/11,3,1,8,11,0,6,0,1,0.74,0.697,0.66,0.1642,499
14000,2012/8/11,3,1,8,12,0,6,0,1,0.76,0.7121,0.58,0.2239,546
14001,2012/8/11,3,1,8,13,0,6,0,1,0.8,0.7424,0.49,0.3582,569
14002,2012/8/11,3,1,8,14,0,6,0,1,0.8,0.7424,0.49,0.2985,538
14003,2012/8/11,3,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,562
14004,2012/8/11,3,1,8,16,0,6,0,1,0.8,0.7273,0.46,0.2985,531
14005,2012/8/11,3,1,8,17,0,6,0,3,0.74,0.697,0.66,0.3582,512
14006,2012/8/11,3,1,8,18,0,6,0,2,0.7,0.6667,0.74,0.2985,300
14007,2012/8/11,3,1,8,19,0,6,0,2,0.66,0.5909,0.89,0.1045,275
14008,2012/8/11,3,1,8,20,0,6,0,3,0.66,0.5909,0.89,0.4179,160
14009,2012/8/11,3,1,8,21,0,6,0,2,0.66,0.5909,0.89,0.1642,128
14010,2012/8/11,3,1,8,22,0,6,0,2,0.66,0.5909,0.89,0.1642,168
14011,2012/8/11,3,1,8,23,0,6,0,3,0.66,0.6061,0.78,0.1642,163
14012,2012/8/12,3,1,8,0,0,0,0,2,0.64,0.6061,0.73,0.1343,120
14013,2012/8/12,3,1,8,1,0,0,0,1,0.62,0.5909,0.78,0.1343,113
14014,2012/8/12,3,1,8,2,0,0,0,1,0.64,0.6061,0.69,0.1343,86
14015,2012/8/12,3,1,8,3,0,0,0,1,0.62,0.5909,0.73,0.0896,48
14016,2012/8/12,3,1,8,4,0,0,0,1,0.64,0.6061,0.69,0.0896,10
14017,2012/8/12,3,1,8,5,0,0,0,1,0.64,0.6212,0.61,0.194,10
14018,2012/8/12,3,1,8,6,0,0,0,1,0.64,0.6061,0.65,0.1642,16
14019,2012/8/12,3,1,8,7,0,0,0,1,0.64,0.6061,0.65,0.1343,39
14020,2012/8/12,3,1,8,8,0,0,0,1,0.66,0.6212,0.54,0.2239,119
14021,2012/8/12,3,1,8,9,0,0,0,1,0.7,0.6515,0.48,0.2239,217
14022,2012/8/12,3,1,8,10,0,0,0,1,0.7,0.6515,0.51,0.1642,328
14023,2012/8/12,3,1,8,11,0,0,0,1,0.74,0.6667,0.42,0.1642,449
14024,2012/8/12,3,1,8,12,0,0,0,1,0.74,0.6667,0.42,0.194,505
14025,2012/8/12,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0.0,543
14026,2012/8/12,3,1,8,14,0,0,0,1,0.76,0.6818,0.4,0.194,579
14027,2012/8/12,3,1,8,15,0,0,0,1,0.76,0.6818,0.4,0.1343,577
14028,2012/8/12,3,1,8,16,0,0,0,1,0.76,0.6818,0.4,0.1045,513
14029,2012/8/12,3,1,8,17,0,0,0,1,0.8,0.697,0.33,0.0,505
14030,2012/8/12,3,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,491
14031,2012/8/12,3,1,8,19,0,0,0,1,0.74,0.6515,0.4,0.1343,465
14032,2012/8/12,3,1,8,20,0,0,0,1,0.72,0.6515,0.45,0.0,300
14033,2012/8/12,3,1,8,21,0,0,0,1,0.72,0.6667,0.51,0.0896,220
14034,2012/8/12,3,1,8,22,0,0,0,1,0.7,0.6515,0.58,0.1343,181
14035,2012/8/12,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0.0,110
14036,2012/8/13,3,1,8,0,0,1,1,1,0.66,0.6212,0.65,0.1045,47
14037,2012/8/13,3,1,8,1,0,1,1,1,0.66,0.6212,0.65,0.0896,14
14038,2012/8/13,3,1,8,2,0,1,1,1,0.64,0.6061,0.69,0.1045,9
14039,2012/8/13,3,1,8,3,0,1,1,1,0.64,0.6061,0.69,0.0,6
14040,2012/8/13,3,1,8,4,0,1,1,1,0.64,0.6061,0.69,0.1045,11
14041,2012/8/13,3,1,8,5,0,1,1,1,0.64,0.6061,0.69,0.1045,36
14042,2012/8/13,3,1,8,6,0,1,1,1,0.62,0.5909,0.73,0.0896,159
14043,2012/8/13,3,1,8,7,0,1,1,1,0.66,0.6212,0.65,0.1343,436
14044,2012/8/13,3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,673
14045,2012/8/13,3,1,8,9,0,1,1,2,0.74,0.6667,0.45,0.0,305
14046,2012/8/13,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0.0,199
14047,2012/8/13,3,1,8,11,0,1,1,1,0.76,0.6818,0.4,0.0896,245
14048,2012/8/13,3,1,8,12,0,1,1,1,0.78,0.697,0.4,0.194,276
14049,2012/8/13,3,1,8,13,0,1,1,1,0.78,0.697,0.4,0.1642,254
14050,2012/8/13,3,1,8,14,0,1,1,1,0.8,0.697,0.33,0.1045,248
14051,2012/8/13,3,1,8,15,0,1,1,1,0.82,0.7273,0.34,0.2239,274
14052,2012/8/13,3,1,8,16,0,1,1,1,0.8,0.7121,0.36,0.0896,464
14053,2012/8/13,3,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,818
14054,2012/8/13,3,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,812
14055,2012/8/13,3,1,8,19,0,1,1,1,0.74,0.6818,0.58,0.1642,555
14056,2012/8/13,3,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,432
14057,2012/8/13,3,1,8,21,0,1,1,1,0.72,0.6818,0.66,0.194,290
14058,2012/8/13,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,192
14059,2012/8/13,3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,128
14060,2012/8/14,3,1,8,0,0,2,1,1,0.7,0.6667,0.74,0.2239,60
14061,2012/8/14,3,1,8,1,0,2,1,1,0.68,0.6364,0.79,0.2537,27
14062,2012/8/14,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.194,11
14063,2012/8/14,3,1,8,3,0,2,1,2,0.68,0.6364,0.83,0.194,3
14064,2012/8/14,3,1,8,4,0,2,1,2,0.68,0.6364,0.83,0.194,5
14065,2012/8/14,3,1,8,5,0,2,1,2,0.68,0.6364,0.89,0.194,36
14066,2012/8/14,3,1,8,6,0,2,1,3,0.64,0.5758,0.83,0.194,64
14067,2012/8/14,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.0896,179
14068,2012/8/14,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,618
14069,2012/8/14,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.0,402
14070,2012/8/14,3,1,8,10,0,2,1,1,0.7,0.6667,0.79,0.1045,208
14071,2012/8/14,3,1,8,11,0,2,1,1,0.74,0.6818,0.62,0.0,196
14072,2012/8/14,3,1,8,12,0,2,1,1,0.78,0.7121,0.49,0.1343,300
14073,2012/8/14,3,1,8,13,0,2,1,1,0.8,0.7273,0.46,0.0896,286
14074,2012/8/14,3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,255
14075,2012/8/14,3,1,8,15,0,2,1,1,0.82,0.7576,0.46,0.2239,283
14076,2012/8/14,3,1,8,16,0,2,1,1,0.82,0.7424,0.43,0.2239,458
14077,2012/8/14,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,812
14078,2012/8/14,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,854
14079,2012/8/14,3,1,8,19,0,2,1,1,0.76,0.7273,0.66,0.194,627
14080,2012/8/14,3,1,8,20,0,2,1,1,0.74,0.7121,0.74,0.2239,436
14081,2012/8/14,3,1,8,21,0,2,1,1,0.74,0.6818,0.62,0.2239,308
14082,2012/8/14,3,1,8,22,0,2,1,1,0.72,0.6818,0.66,0.0896,189
14083,2012/8/14,3,1,8,23,0,2,1,1,0.72,0.6818,0.66,0.1642,167
14084,2012/8/15,3,1,8,0,0,3,1,1,0.7,0.6515,0.61,0.194,60
14085,2012/8/15,3,1,8,1,0,3,1,1,0.7,0.6515,0.61,0.0,37
14086,2012/8/15,3,1,8,2,0,3,1,1,0.68,0.6364,0.65,0.0,8
14087,2012/8/15,3,1,8,3,0,3,1,1,0.66,0.6212,0.74,0.1045,11
14088,2012/8/15,3,1,8,4,0,3,1,1,0.64,0.5758,0.83,0.1045,4
14089,2012/8/15,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,39
14090,2012/8/15,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1045,172
14091,2012/8/15,3,1,8,7,0,3,1,2,0.66,0.6212,0.69,0.194,492
14092,2012/8/15,3,1,8,8,0,3,1,2,0.7,0.6515,0.65,0.2836,682
14093,2012/8/15,3,1,8,9,0,3,1,2,0.72,0.6818,0.62,0.194,367
14094,2012/8/15,3,1,8,10,0,3,1,2,0.72,0.6818,0.62,0.194,233
14095,2012/8/15,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.194,235
14096,2012/8/15,3,1,8,12,0,3,1,1,0.74,0.6818,0.55,0.2239,307
14097,2012/8/15,3,1,8,13,0,3,1,2,0.78,0.7121,0.49,0.194,294
14098,2012/8/15,3,1,8,14,0,3,1,2,0.76,0.697,0.52,0.2985,255
14099,2012/8/15,3,1,8,15,0,3,1,1,0.76,0.697,0.52,0.2537,266
14100,2012/8/15,3,1,8,16,0,3,1,1,0.76,0.6818,0.48,0.194,431
14101,2012/8/15,3,1,8,17,0,3,1,1,0.74,0.6818,0.55,0.2836,851
14102,2012/8/15,3,1,8,18,0,3,1,1,0.74,0.6667,0.51,0.2239,848
14103,2012/8/15,3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,649
14104,2012/8/15,3,1,8,20,0,3,1,1,0.7,0.6515,0.61,0.1343,427
14105,2012/8/15,3,1,8,21,0,3,1,1,0.7,0.6515,0.61,0.194,315
14106,2012/8/15,3,1,8,22,0,3,1,1,0.7,0.6515,0.61,0.1642,226
14107,2012/8/15,3,1,8,23,0,3,1,1,0.68,0.6364,0.65,0.1045,138
14108,2012/8/16,3,1,8,0,0,4,1,1,0.66,0.6212,0.69,0.0,76
14109,2012/8/16,3,1,8,1,0,4,1,1,0.64,0.6061,0.73,0.0,21
14110,2012/8/16,3,1,8,2,0,4,1,1,0.64,0.6061,0.69,0.194,15
14111,2012/8/16,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0.2537,4
14112,2012/8/16,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.2239,5
14113,2012/8/16,3,1,8,5,0,4,1,1,0.6,0.5758,0.78,0.1642,37
14114,2012/8/16,3,1,8,6,0,4,1,1,0.6,0.5758,0.78,0.1642,165
14115,2012/8/16,3,1,8,7,0,4,1,1,0.64,0.6061,0.69,0.2239,464
14116,2012/8/16,3,1,8,8,0,4,1,1,0.68,0.6364,0.61,0.194,682
14117,2012/8/16,3,1,8,9,0,4,1,1,0.72,0.6667,0.54,0.1045,337
14118,2012/8/16,3,1,8,10,0,4,1,1,0.74,0.6667,0.48,0.1343,199
14119,2012/8/16,3,1,8,11,0,4,1,1,0.76,0.6667,0.37,0.0896,274
14120,2012/8/16,3,1,8,12,0,4,1,1,0.8,0.697,0.33,0.1045,343
14121,2012/8/16,3,1,8,13,0,4,1,1,0.8,0.697,0.31,0.2239,300
14122,2012/8/16,3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0.0,248
14123,2012/8/16,3,1,8,15,0,4,1,1,0.8,0.697,0.33,0.2537,260
14124,2012/8/16,3,1,8,16,0,4,1,1,0.82,0.7121,0.32,0.2239,419
14125,2012/8/16,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.194,897
14126,2012/8/16,3,1,8,18,0,4,1,1,0.8,0.7121,0.36,0.0,832
14127,2012/8/16,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045,677
14128,2012/8/16,3,1,8,20,0,4,1,1,0.76,0.6818,0.4,0.0896,514
14129,2012/8/16,3,1,8,21,0,4,1,1,0.74,0.6667,0.48,0.194,356
14130,2012/8/16,3,1,8,22,0,4,1,1,0.72,0.6667,0.51,0.1642,254
14131,2012/8/16,3,1,8,23,0,4,1,1,0.7,0.6515,0.54,0.1045,226
14132,2012/8/17,3,1,8,0,0,5,1,1,0.68,0.2424,0.57,0.1642,88
14133,2012/8/17,3,1,8,1,0,5,1,1,0.66,0.2424,0.65,0.1045,54
14134,2012/8/17,3,1,8,2,0,5,1,1,0.66,0.2424,0.61,0.1343,19
14135,2012/8/17,3,1,8,3,0,5,1,1,0.64,0.2424,0.65,0.1045,6
14136,2012/8/17,3,1,8,4,0,5,1,1,0.64,0.2424,0.73,0.1642,9
14137,2012/8/17,3,1,8,5,0,5,1,1,0.64,0.2424,0.73,0.1045,36
14138,2012/8/17,3,1,8,6,0,5,1,1,0.62,0.2424,0.78,0.1343,157
14139,2012/8/17,3,1,8,7,0,5,1,1,0.64,0.2424,0.73,0.1045,379
14140,2012/8/17,3,1,8,8,0,5,1,1,0.68,0.2424,0.65,0.1343,668
14141,2012/8/17,3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045,378
14142,2012/8/17,3,1,8,10,0,5,1,1,0.74,0.2424,0.55,0.1642,231
14143,2012/8/17,3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,303
14144,2012/8/17,3,1,8,12,0,5,1,1,0.82,0.2424,0.41,0.2239,365
14145,2012/8/17,3,1,8,13,0,5,1,1,0.84,0.2424,0.36,0.3881,357
14146,2012/8/17,3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,328
14147,2012/8/17,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,383
14148,2012/8/17,3,1,8,16,0,5,1,2,0.84,0.2424,0.32,0.4478,488
14149,2012/8/17,3,1,8,17,0,5,1,1,0.82,0.2424,0.36,0.3284,791
14150,2012/8/17,3,1,8,18,0,5,1,2,0.82,0.2424,0.38,0.2537,669
14151,2012/8/17,3,1,8,19,0,5,1,2,0.74,0.2424,0.55,0.3881,491
14152,2012/8/17,3,1,8,20,0,5,1,2,0.72,0.2424,0.58,0.2239,359
14153,2012/8/17,3,1,8,21,0,5,1,2,0.68,0.2424,0.69,0.2985,255
14154,2012/8/17,3,1,8,22,0,5,1,3,0.66,0.2424,0.83,0.194,213
14155,2012/8/17,3,1,8,23,0,5,1,3,0.64,0.2424,0.83,0.2239,121
14156,2012/8/18,3,1,8,0,0,6,0,2,0.64,0.5758,0.83,0.2239,105
14157,2012/8/18,3,1,8,1,0,6,0,3,0.62,0.5455,0.94,0.1642,92
14158,2012/8/18,3,1,8,2,0,6,0,3,0.62,0.5606,0.88,0.1642,43
14159,2012/8/18,3,1,8,3,0,6,0,1,0.62,0.5606,0.88,0.194,30
14160,2012/8/18,3,1,8,4,0,6,0,1,0.62,0.5909,0.73,0.2239,13
14161,2012/8/18,3,1,8,5,0,6,0,1,0.6,0.5758,0.78,0.2537,9
14162,2012/8/18,3,1,8,6,0,6,0,1,0.6,0.5606,0.83,0.2239,27
14163,2012/8/18,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,64
14164,2012/8/18,3,1,8,8,0,6,0,1,0.64,0.6061,0.69,0.2537,189
14165,2012/8/18,3,1,8,9,0,6,0,1,0.66,0.6212,0.65,0.2836,292
14166,2012/8/18,3,1,8,10,0,6,0,1,0.7,0.6515,0.54,0.1642,480
14167,2012/8/18,3,1,8,11,0,6,0,1,0.72,0.6667,0.51,0.0,536
14168,2012/8/18,3,1,8,12,0,6,0,1,0.76,0.6667,0.37,0.194,654
14169,2012/8/18,3,1,8,13,0,6,0,1,0.74,0.6515,0.4,0.194,644
14170,2012/8/18,3,1,8,14,0,6,0,1,0.76,0.6667,0.37,0.2836,598
14171,2012/8/18,3,1,8,15,0,6,0,1,0.76,0.6667,0.37,0.2239,596
14172,2012/8/18,3,1,8,16,0,6,0,1,0.76,0.6667,0.37,0.2537,641
14173,2012/8/18,3,1,8,17,0,6,0,1,0.76,0.6667,0.37,0.2239,635
14174,2012/8/18,3,1,8,18,0,6,0,1,0.74,0.6515,0.37,0.1642,554
14175,2012/8/18,3,1,8,19,0,6,0,1,0.7,0.6364,0.45,0.1642,488
14176,2012/8/18,3,1,8,20,0,6,0,1,0.7,0.6364,0.45,0.1045,341
14177,2012/8/18,3,1,8,21,0,6,0,1,0.66,0.6212,0.61,0.0,338
14178,2012/8/18,3,1,8,22,0,6,0,1,0.66,0.6212,0.61,0.0,261
14179,2012/8/18,3,1,8,23,0,6,0,1,0.64,0.6061,0.65,0.0896,235
14180,2012/8/19,3,1,8,0,0,0,0,1,0.66,0.6212,0.57,0.0896,187
14181,2012/8/19,3,1,8,1,0,0,0,1,0.64,0.6061,0.65,0.0,131
14182,2012/8/19,3,1,8,2,0,0,0,2,0.62,0.6061,0.69,0.0896,119
14183,2012/8/19,3,1,8,3,0,0,0,2,0.62,0.6061,0.61,0.1642,55
14184,2012/8/19,3,1,8,4,0,0,0,2,0.62,0.6061,0.65,0.1642,26
14185,2012/8/19,3,1,8,5,0,0,0,2,0.6,0.5909,0.73,0.1343,11
14186,2012/8/19,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,20
14187,2012/8/19,3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,41
14188,2012/8/19,3,1,8,8,0,0,0,2,0.64,0.6061,0.69,0.1045,124
14189,2012/8/19,3,1,8,9,0,0,0,2,0.66,0.6212,0.74,0.0,270
14190,2012/8/19,3,1,8,10,0,0,0,2,0.68,0.6364,0.69,0.0,425
14191,2012/8/19,3,1,8,11,0,0,0,3,0.64,0.5909,0.78,0.1642,272
14192,2012/8/19,3,1,8,12,0,0,0,3,0.64,0.6061,0.73,0.0,298
14193,2012/8/19,3,1,8,13,0,0,0,3,0.64,0.5758,0.83,0.1343,162
14194,2012/8/19,3,1,8,14,0,0,0,3,0.64,0.6061,0.73,0.0,149
14195,2012/8/19,3,1,8,15,0,0,0,2,0.64,0.6061,0.65,0.0,276
14196,2012/8/19,3,1,8,16,0,0,0,2,0.66,0.6212,0.65,0.0,356
14197,2012/8/19,3,1,8,17,0,0,0,2,0.64,0.5909,0.78,0.1045,343
14198,2012/8/19,3,1,8,18,0,0,0,2,0.64,0.5909,0.78,0.1045,377
14199,2012/8/19,3,1,8,19,0,0,0,2,0.64,0.6061,0.73,0.1343,341
14200,2012/8/19,3,1,8,20,0,0,0,2,0.64,0.6061,0.73,0.194,274
14201,2012/8/19,3,1,8,21,0,0,0,3,0.62,0.5909,0.78,0.0896,190
14202,2012/8/19,3,1,8,22,0,0,0,2,0.62,0.5909,0.78,0.1642,56
14203,2012/8/19,3,1,8,23,0,0,0,2,0.62,0.5909,0.73,0.0,46
14204,2012/8/20,3,1,8,0,0,1,1,2,0.6,0.5606,0.83,0.1045,26
14205,2012/8/20,3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,10
14206,2012/8/20,3,1,8,2,0,1,1,1,0.6,0.5606,0.83,0.1642,5
14207,2012/8/20,3,1,8,3,0,1,1,1,0.6,0.5455,0.88,0.1045,3
